gene	geneName	log2FC_30	padj_30	log2FC_37	padj_37	log2FC_EGTA	padj_EGTA	total	Gene ID	Input Order	Organism	Genomic Location (Gene)	Product Description	Gene Type	Input ID	Interpro ID	Interpro Description	Protein Length	CDS Length	Transcript Product Description	Curated GO Processes	Curated GO Functions	Curated GO Components	Computed GO Processes	Computed GO Functions	Computed GO Components	PFam Description	PFam ID	Gene Name or Symbol
CNAG_03464	LAC2	-2.462	9.727e-8	-2.225	3.225e-14	-1.494	3.05e-8	-6.181	CNAG_03464	117	Cryptococcus neoformans var. grubii H99	"CP003827.1:1,013,404..1,016,538(+)"	Laccase 2	protein coding gene	CNAG_03464	IPR001117;IPR008972;IPR011706;IPR011707	"Multicopper oxidase, type 1;Cupredoxin;Multicopper oxidase, type 2;Multicopper oxidase, type 3"	594	1785	Laccase 2	melanin biosynthetic process	N/A	N/A	obsolete oxidation-reduction process	copper ion binding;hydroquinone:oxygen oxidoreductase activity;oxidoreductase activity	cell wall;extracellular region	"Multicopper oxidase, type 1;Multicopper oxidase, type 2;Multicopper oxidase, type 3"	PF00394;PF07731;PF07732	LAC2
CNAG_06999	NA	-2.331	0.002879	-1.433	0.002345	-2.412	5.611e-14	-6.176	CNAG_06999	118	Cryptococcus neoformans var. grubii H99	"CP003828.1:1,152,482..1,154,665(+)"	hypothetical protein	protein coding gene	CNAG_06999	IPR029058	Alpha/Beta hydrolase fold	382	1149	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_00054	NA	-1.832	9.326e-9	-1.695	2.627e-13	-2.636	4.049e-29	-6.163	CNAG_00054	119	Cryptococcus neoformans var. grubii H99	"CP003820.1:156,009..157,280(-)"	hypothetical protein	protein coding gene	CNAG_00054	IPR010686	Oil body-associated protein-like	235	708	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	Oil body-associated protein-like	PF06884	N/A
CNAG_06698	HAD9	-3.331	2.497e-40	-1.499	5.105e-10	-1.322	6.12e-8	-6.152	CNAG_06698	120	Cryptococcus neoformans var. grubii H99	"CP003826.1:519,535..521,279(-)"	phosphatase	protein coding gene	CNAG_06698	IPR006439;IPR036412	"HAD hydrolase, subfamily IA;HAD-like superfamily"	325	978	phosphatase	N/A	N/A	N/A	N/A	hydrolase activity	N/A	N/A	PF00702	HAD9
CNAG_00605	NA	-2.388	2.7089999999999987e-54	-1.465	2.683e-48	-2.27	3.171999999999999e-54	-6.123	CNAG_00605	121	Cryptococcus neoformans var. grubii H99	"CP003820.1:1,554,006..1,555,911(+)"	cytoplasmic protein	protein coding gene	CNAG_00605	IPR011032;IPR013149;IPR020843;IPR036291;IPR041694	"GroES-like superfamily;Alcohol dehydrogenase, C-terminal;Polyketide synthase, enoylreductase domain;NAD(P)-binding domain superfamily;Oxidoreductase, N-terminal domain"	344	1035	cytoplasmic protein	N/A	N/A	N/A	obsolete oxidation-reduction process	oxidoreductase activity	N/A	"Alcohol dehydrogenase, C-terminal;Oxidoreductase, N-terminal domain"	PF00107;PF16884	N/A
CNAG_05158	NA	-2.321	8.721999999999999e-53	-2.051	2.4099999999999998e-96	-1.73	3.837e-53	-6.102	CNAG_05158	122	Cryptococcus neoformans var. grubii H99	"CP003823.1:585,815..588,709(+)"	"hypothetical protein, variant, hypothetical protein"	protein coding gene	CNAG_05158	N/A	N/A	833	2502	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_02900	NA	-2.691	1.647e-21	-1.657	2.489e-13	-1.726	7.905e-12	-6.074	CNAG_02900	123	Cryptococcus neoformans var. grubii H99	"CP003822.1:495,612..497,765(+)"	hypothetical protein	protein coding gene	CNAG_02900	IPR000073;IPR029058	Alpha/beta hydrolase fold-1;Alpha/Beta hydrolase fold	384	1155	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	Alpha/beta hydrolase fold-1	PF12697	N/A
CNAG_03958	NA	-2.221	3.202e-40	-1.828	9.706e-68	-2.008	9.66e-50	-6.057	CNAG_03958	124	Cryptococcus neoformans var. grubii H99	"CP003821.1:1,276,268..1,277,505(-)"	hypothetical protein	protein coding gene	CNAG_03958	IPR006993;IPR036249	"SH3-binding, glutamic acid-rich protein;Thioredoxin-like superfamily"	270	813	hypothetical protein	N/A	N/A	N/A	N/A	electron transfer activity;protein-disulfide reductase activity	N/A	"SH3-binding, glutamic acid-rich protein"	PF04908	N/A
CNAG_01076	NA	-1.7	0.01372	-1.997	2.095e-4	-2.355	5.482e-5	-6.052	CNAG_01076	125	Cryptococcus neoformans var. grubii H99	"CP003824.1:1,264,806..1,266,956(-)"	4-aminobutyrate aminotransferase	protein coding gene	CNAG_01076	IPR004631;IPR005814;IPR015424	"4-aminobutyrate aminotransferase, eukaryotic;Aminotransferase class-III;Pyridoxal phosphate-dependent transferase"	488	1467	4-aminobutyrate aminotransferase	N/A	N/A	N/A	gamma-aminobutyric acid metabolic process	4-aminobutyrate transaminase activity;4-aminobutyrate:2-oxoglutarate transaminase activity;catalytic activity;pyridoxal phosphate binding;transaminase activity	N/A	Aminotransferase class-III	PF00202	N/A
CNAG_06910	NA	-1.201	0.01264	-1.504	3.66e-5	-3.31	2.479e-10	-6.015	CNAG_06910	126	Cryptococcus neoformans var. grubii H99	"CP003822.1:1,493,166..1,494,546(-)"	beta-lactamase	protein coding gene	CNAG_06910	IPR001279;IPR036866	Metallo-beta-lactamase;Ribonuclease Z/Hydroxyacylglutathione hydrolase-like	336	1011	beta-lactamase	N/A	N/A	N/A	N/A	N/A	N/A	Metallo-beta-lactamase	PF00753	N/A
CNAG_05739	NA	-1.774	3.735e-8	-2.011	4.826e-21	-2.211	1.8879999999999998e-24	-5.996	CNAG_05739	127	Cryptococcus neoformans var. grubii H99	"CP003826.1:738,249..739,801(+)"	hypothetical protein	protein coding gene	CNAG_05739	IPR005511;IPR013658	Senescence marker protein-30 (SMP-30);SMP-30/Gluconolactonase/LRE-like region	339	1020	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	SMP-30/Gluconolactonase/LRE-like region	PF08450	N/A
CNAG_06541	NA	-2.073	1.4999999999999996e-29	-1.923	3.808e-5	-1.985	2.309e-24	-5.981	CNAG_06541	128	Cryptococcus neoformans var. grubii H99	"CP003826.1:58,125..61,395(-)"	"hypothetical protein, hypothetical protein, variant"	protein coding gene	CNAG_06541	IPR013057	"Amino acid transporter, transmembrane domain"	462	1389	"hypothetical protein, variant"	N/A	N/A	N/A	N/A	N/A	integral component of membrane	"Amino acid transporter, transmembrane domain"	PF01490	N/A
CNAG_02264	NA	-2.232	8.523e-9	-2.308	9.441e-11	-1.39	3.779e-7	-5.93	CNAG_02264	129	Cryptococcus neoformans var. grubii H99	"CP003825.1:750,679..755,006(+)"	"AFG1-family ATPase, variant, AFG1-family ATPase"	protein coding gene	CNAG_02264	IPR003593;IPR005654;IPR027417	"AAA+ ATPase domain;ATPase, AFG1-like;P-loop containing nucleoside triphosphate hydrolase"	729	2190	AFG1-family ATPase	N/A	N/A	N/A	N/A	ATP binding	N/A	"ATPase, AFG1-like"	PF03969	N/A
CNAG_04027	NA	-1.634	2.064e-7	-1.653	3.858e-21	-2.638	3.3609999999999993e-62	-5.925	CNAG_04027	130	Cryptococcus neoformans var. grubii H99	"CP003821.1:1,437,443..1,438,814(-)"	hypothetical protein	protein coding gene	CNAG_04027	N/A	N/A	286	861	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_07862	NA	-1.382	9.225e-12	-1.797	1.701e-29	-2.74	6.296e-78	-5.919	CNAG_07862	131	Cryptococcus neoformans var. grubii H99	"CP003829.1:997,034..1,000,276(+)"	fumarate reductase	protein coding gene	CNAG_07862	IPR001199;IPR003953;IPR010960;IPR018506;IPR027477;IPR036188;IPR036400	"Cytochrome b5-like heme/steroid binding domain;FAD-dependent oxidoreductase 2, FAD binding domain;Flavocytochrome c;Cytochrome b5, heme-binding site;Succinate dehydrogenase/fumarate reductase flavoprotein, catalytic domain superfamily;FAD/NAD(P)-binding domain superfamily;Cytochrome b5-like heme/steroid binding domain superfamily"	637	1914	fumarate reductase	N/A	N/A	N/A	obsolete oxidation-reduction process	heme binding;metal ion binding;succinate dehydrogenase activity	N/A	"Cytochrome b5-like heme/steroid binding domain;FAD-dependent oxidoreductase 2, FAD binding domain"	PF00173;PF00890	N/A
CNAG_00915	NA	-2.305	5.626e-7	-1.654	4.683e-8	-1.935	1.149e-9	-5.894	CNAG_00915	132	Cryptococcus neoformans var. grubii H99	"CP003824.1:1,639,150..1,641,899(-)"	"hypothetical protein, variant, hypothetical protein"	protein coding gene	CNAG_00915	N/A	N/A	376	1131	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_01939	NA	-2.626	2.2e-36	-2.127	1.87e-58	-1.122	8.816e-14	-5.875	CNAG_01939	133	Cryptococcus neoformans var. grubii H99	"CP003830.1:1,319,915..1,323,434(+)"	hypothetical protein	protein coding gene	CNAG_01939	IPR032801;IPR036249	Peroxiredoxin-like 2A/B/C;Thioredoxin-like superfamily	760	2283	hypothetical protein	N/A	N/A	N/A	obsolete oxidation-reduction process	N/A	N/A	Peroxiredoxin-like 2A/B/C	PF13911	N/A
CNAG_01047	NA	-1.912	9.61e-7	-1.449	7.269e-8	-2.463	6.565999999999998e-34	-5.824	CNAG_01047	134	Cryptococcus neoformans var. grubii H99	"CP003824.1:1,352,477..1,353,823(+)"	hypothetical protein	protein coding gene	CNAG_01047	N/A	N/A	125	378	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_04589	NA	-2.104	6.512e-15	-1.731	3.6399999999999995e-22	-1.952	6.547e-27	-5.787	CNAG_04589	135	Cryptococcus neoformans var. grubii H99	"CP003829.1:946,089..948,098(+)"	hypothetical protein	protein coding gene	CNAG_04589	N/A	N/A	436	1311	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_01601	NA	-2.191	1.947e-5	-1.473	8.084e-4	-2.121	2.07e-4	-5.785	CNAG_01601	136	Cryptococcus neoformans var. grubii H99	"CP003830.1:388,014..390,057(-)"	lipase	protein coding gene	CNAG_01601	IPR002921;IPR029058	Fungal lipase-like domain;Alpha/Beta hydrolase fold	529	1590	lipase	N/A	N/A	N/A	lipid metabolic process	N/A	N/A	Fungal lipase-like domain	PF01764	N/A
CNAG_07969	NA	-2.182	4.673e-8	-1.934	6.368e-10	-1.644	3.5e-9	-5.76	CNAG_07969	137	Cryptococcus neoformans var. grubii H99	"CP003822.1:930,460..931,520(+)"	hypothetical protein	protein coding gene	CNAG_07969	N/A	N/A	309	930	hypothetical protein	N/A	N/A	N/A	N/A	N/A	integral component of membrane	N/A	N/A	N/A
CNAG_06771	NA	-1.304	6.909e-5	-1.777	4.347e-21	-2.663	1.246e-45	-5.744	CNAG_06771	138	Cryptococcus neoformans var. grubii H99	"CP003821.1:79,455..81,344(+)"	hypothetical protein	protein coding gene	CNAG_06771	N/A	N/A	431	1296	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_05718	NA	-1.819	2.087e-8	-1.562	1.347e-12	-2.312	8.056e-32	-5.693	CNAG_05718	139	Cryptococcus neoformans var. grubii H99	"CP003826.1:686,973..689,501(+)"	multidrug resistance protein fnx1	protein coding gene	CNAG_05718	IPR001411;IPR011701;IPR036259	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	586	1761	multidrug resistance protein fnx1	N/A	N/A	N/A	transmembrane transport	transmembrane transporter activity	integral component of membrane	Major facilitator superfamily	PF07690	N/A
CNAG_07933	NA	-2.333	0.001246	-1.393	0.001611	-1.957	2.499e-4	-5.683	CNAG_07933	140	Cryptococcus neoformans var. grubii H99	"CP003832.1:160,100..160,676(+)"	hypothetical protein	protein coding gene	CNAG_07933	N/A	N/A	120	363	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_00154	NA	-1.883	1.2579999999999999e-23	-1.597	1.116e-35	-2.167	2.602e-57	-5.647	CNAG_00154	141	Cryptococcus neoformans var. grubii H99	"CP003820.1:422,141..424,298(-)"	oxidoreductase	protein coding gene	CNAG_00154	IPR001155	"NADH:flavin oxidoreductase/NADH oxidase, N-terminal"	459	1380	oxidoreductase	N/A	N/A	N/A	obsolete oxidation-reduction process	FMN binding;catalytic activity;oxidoreductase activity	N/A	"NADH:flavin oxidoreductase/NADH oxidase, N-terminal"	PF00724	N/A
CNAG_00601	CEL1	-1.475	2.599e-11	-2.239	4.201e-58	-1.93	2.9879999999999996e-53	-5.644	CNAG_00601	142	Cryptococcus neoformans var. grubii H99	"CP003820.1:1,546,432..1,548,330(-)"	glycosyl hydrolase	protein coding gene	CNAG_00601	IPR005103	"Glycoside hydrolase, family 61"	375	1128	glycosyl hydrolase	N/A	N/A	N/A	N/A	hydrolase activity	extracellular region	"Glycoside hydrolase, family 61"	PF03443	CEL1
CNAG_04025	NA	-1.528	0.01043	-1.161	0.007993	-2.943	1.377e-15	-5.632	CNAG_04025	143	Cryptococcus neoformans var. grubii H99	"CP003821.1:1,431,577..1,433,387(+)"	transaldolase	protein coding gene	CNAG_04025	IPR001585	Transaldolase/Fructose-6-phosphate aldolase	379	1140	transaldolase	N/A	N/A	N/A	carbohydrate metabolic process	catalytic activity	N/A	Transaldolase/Fructose-6-phosphate aldolase	PF00923	N/A
CNAG_04092	NA	-1.766	0.0311	-2.105	5.505e-4	-1.746	1.899e-7	-5.617	CNAG_04092	144	Cryptococcus neoformans var. grubii H99	"CP003821.1:1,597,683..1,600,801(-)"	Sugar transporter	protein coding gene	CNAG_04092	IPR005828;IPR005829;IPR036259	"Major facilitator,  sugar transporter-like;Sugar transporter, conserved site;MFS transporter superfamily"	553	1662	Sugar transporter	N/A	N/A	N/A	carbohydrate transport;transmembrane transport	transmembrane transporter activity	integral component of membrane	"Major facilitator,  sugar transporter-like"	PF00083	N/A
CNAG_04325	NA	-2.163	4.6539999999999997e-29	-1.623	1.222e-37	-1.823	2.8990000000000005e-26	-5.609	CNAG_04325	145	Cryptococcus neoformans var. grubii H99	"CP003828.1:571,062..572,732(+)"	extradiol ring-cleavage dioxygenase	protein coding gene	CNAG_04325	IPR004183;IPR014436	"Extradiol ring-cleavage dioxygenase, class III enzyme, subunit B;Extradiol aromatic ring-opening dioxygenase, DODA-type"	331	996	extradiol ring-cleavage dioxygenase	N/A	N/A	N/A	cellular aromatic compound metabolic process;obsolete oxidation-reduction process	"dioxygenase activity;ferrous iron binding;oxidoreductase activity;oxidoreductase activity, acting on single donors with incorporation of molecular oxygen;zinc ion binding"	N/A	"Extradiol ring-cleavage dioxygenase, class III enzyme, subunit B"	PF02900	N/A
CNAG_07775	NA	-1.207	0.0349	-1.642	1.965e-5	-2.755	7.461e-19	-5.604	CNAG_07775	146	Cryptococcus neoformans var. grubii H99	"CP003828.1:995,304..996,732(-)"	hypothetical protein	protein coding gene	CNAG_07775	IPR013897	Protein of unknown function DUF1769	332	999	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	Protein of unknown function DUF1769	PF08588	N/A
CNAG_00826	DAK101	-2.34	5.275e-10	-1.307	4.808e-6	-1.956	8.386e-19	-5.603	CNAG_00826	147	Cryptococcus neoformans var. grubii H99	"CP003820.1:2,191,898..2,194,408(-)"	dihydroxyacetone kinase	protein coding gene	CNAG_00826	IPR004006;IPR004007;IPR012734;IPR036117	DhaK domain;DhaL domain;Dihydroxyacetone kinase;DhaL domain superfamily	600	1803	dihydroxyacetone kinase	cellular response to diamide;positive regulation of melanin biosynthetic process;positive regulation of urease activity	N/A	N/A	anaerobic glycerol catabolic process;glycerol metabolic process	ATP binding;glycerone kinase activity;triokinase activity	N/A	DhaK domain;DhaL domain	PF02733;PF02734	DAK101
CNAG_00531	ENA1	-1.962	5.138e-15	-1.288	1.7349999999999998e-22	-2.349	2.836999999999999e-62	-5.599	CNAG_00531	148	Cryptococcus neoformans var. grubii H99	"CP003820.1:1,354,652..1,358,644(-)"	"potassium/sodium efflux P-type ATPase, fungal- type"	protein coding gene	CNAG_00531	IPR001757;IPR004014;IPR006068;IPR008250;IPR018303;IPR023298;IPR023299;IPR036412	"P-type ATPase;Cation-transporting P-type ATPase, N-terminal;Cation-transporting P-type ATPase, C-terminal;P-type ATPase, A domain superfamily;P-type ATPase, phosphorylation site;P-type ATPase, transmembrane domain superfamily;P-type ATPase, cytoplasmic domain N;HAD-like superfamily"	1091	3276	"potassium/sodium efflux P-type ATPase, fungal- type"	cellular response to dithiothreitol;cellular response to hydrogen peroxide;hyperosmotic response;response to alkaline pH;response to antibiotic;response to lithium ion;response to sodium dodecyl sulfate	N/A	N/A	N/A	ATP binding;nucleotide binding	integral component of membrane	"Cation-transporting P-type ATPase, C-terminal;Cation-transporting P-type ATPase, N-terminal"	PF00122;PF00689;PF00690;PF00702;PF13246	ENA1
CNAG_07308	NA	-1.943	3.165e-8	-1.08	3.296e-6	-2.571	4.472e-37	-5.594	CNAG_07308	149	Cryptococcus neoformans var. grubii H99	"CP003820.1:126,370..128,697(-)"	hypothetical protein	protein coding gene	CNAG_07308	IPR025337	Questin oxidase-like	545	1638	hypothetical protein	N/A	N/A	N/A	N/A	oxidoreductase activity	N/A	Questin oxidase-like	PF14027	N/A
CNAG_06873	NA	-1.599	7.363e-4	-2.37	2.875e-12	-1.603	3.85e-7	-5.572	CNAG_06873	150	Cryptococcus neoformans var. grubii H99	"CP003824.1:14,471..18,539(-)"	5-oxoprolinase	protein coding gene	CNAG_06873	IPR003692	Hydantoinase B/oxoprolinase	576	1731	5-oxoprolinase	N/A	N/A	N/A	N/A	catalytic activity	N/A	Hydantoinase B/oxoprolinase	PF02538	N/A
CNAG_04096	NA	-2.428	2.116e-5	-1.407	9.213e-6	-1.706	8.539e-9	-5.541	CNAG_04096	151	Cryptococcus neoformans var. grubii H99	"CP003821.1:1,608,337..1,611,029(-)"	racemase	protein coding gene	CNAG_04096	IPR013341;IPR013342;IPR023444;IPR029017;IPR029065;IPR036849	"Mandelate racemase/muconate lactonizing enzyme, N-terminal domain;Mandelate racemase/muconate lactonizing enzyme, C-terminal;L-rhamnonate dehydratase;Enolase-like, N-terminal;Enolase C-terminal domain-like;Enolase-like, C-terminal domain superfamily"	423	1272	racemase	N/A	N/A	N/A	N/A	L-rhamnonate dehydratase activity	N/A	"Mandelate racemase/muconate lactonizing enzyme, N-terminal domain;Enolase C-terminal domain-like"	PF02746;PF13378	N/A
CNAG_03461	NA	-2.393	7.238999999999998e-22	-2.046	5.5089999999999986e-70	-1.098	1.085e-14	-5.537	CNAG_03461	152	Cryptococcus neoformans var. grubii H99	"CP003827.1:1,006,849..1,009,289(-)"	"hypothetical protein, variant, hypothetical protein"	protein coding gene	CNAG_03461	N/A	N/A	137	414	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_04594	FZC27	-1.678	1.423e-13	-1.65	2.046e-21	-2.197	8.966999999999998e-39	-5.525	CNAG_04594	153	Cryptococcus neoformans var. grubii H99	"CP003829.1:936,830..939,691(-)"	hypothetical protein	protein coding gene	CNAG_04594	IPR001138;IPR021858;IPR036864	Zn(2)-C6 fungal-type DNA-binding domain;Fungal transcription factor;Zn(2)-C6 fungal-type DNA-binding domain superfamily	797	2394	hypothetical protein	response to hydrogen peroxide;response to tert-butyl hydroperoxide	N/A	N/A	"regulation of transcription, DNA-templated"	"DNA-binding transcription factor activity, RNA polymerase II-specific;zinc ion binding"	host cell nucleus	Zn(2)-C6 fungal-type DNA-binding domain;Fungal transcription factor	PF00172;PF11951	FZC27
CNAG_03688	NA	-2.318	3.6390000000000006e-20	-1.064	4.023e-10	-2.13	3.985999999999999e-53	-5.512	CNAG_03688	154	Cryptococcus neoformans var. grubii H99	"CP003821.1:535,593..536,630(-)"	hypothetical protein	protein coding gene	CNAG_03688	N/A	N/A	187	564	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_00242	NA	-1.568	0.03826	-1.921	1.702e-6	-1.987	3.808e-7	-5.476	CNAG_00242	155	Cryptococcus neoformans var. grubii H99	"CP003820.1:637,547..639,551(-)"	hypothetical protein	protein coding gene	CNAG_00242	N/A	N/A	186	561	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_06075	NA	-1.951	2.0559999999999998e-29	-1.365	6.7710000000000005e-28	-2.151	3.764e-70	-5.467	CNAG_06075	156	Cryptococcus neoformans var. grubii H99	"CP003831.1:235,194..236,317(-)"	hypothetical protein	protein coding gene	CNAG_06075	IPR019783;IPR036786;IPR039100	"Ribosome maturation protein SBDS, N-terminal;Ribosome maturation protein SBDS, N-terminal domain superfamily;Ribosome maturation protein Sdo1/SBDS-like"	135	408	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	"Ribosome maturation protein SBDS, N-terminal"	PF01172	N/A
CNAG_06574	APP1	-1.458	1.077e-5	-1.388	5.244e-17	-2.62	4.270999999999999e-61	-5.466	CNAG_06574	157	Cryptococcus neoformans var. grubii H99	"CP003826.1:162,955..164,009(-)"	antiphagocytic protein 1	protein coding gene	CNAG_06574	N/A	N/A	181	546	antiphagocytic protein 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	APP1
CNAG_02344	NA	-1.605	3.778e-5	-1.951	8.654e-15	-1.88	3.461e-12	-5.436	CNAG_02344	158	Cryptococcus neoformans var. grubii H99	"CP003825.1:557,835..559,652(+)"	Uracil phosphoribosyltransferase	protein coding gene	CNAG_02344	IPR000836;IPR029057	Phosphoribosyltransferase domain;Phosphoribosyltransferase-like	213	642	Uracil phosphoribosyltransferase	N/A	N/A	N/A	nucleoside metabolic process	glycosyltransferase activity	N/A	N/A	PF14681	N/A
CNAG_01588	NA	-1.955	5.603999999999999e-42	-1.595	4.577999999999999e-71	-1.865	5.498e-45	-5.415	CNAG_01588	159	Cryptococcus neoformans var. grubii H99	"CP003830.1:363,552..364,976(+)"	plasma membrane proteolipid 3	protein coding gene	CNAG_01588	IPR000612	Proteolipid membrane potential modulator	57	174	plasma membrane proteolipid 3	N/A	N/A	N/A	N/A	N/A	integral component of membrane	Proteolipid membrane potential modulator	PF01679	N/A
CNAG_05410	NA	-2.04	1.4979999999999998e-22	-1.611	1.113e-18	-1.763	9.482e-27	-5.414	CNAG_05410	160	Cryptococcus neoformans var. grubii H99	"CP003833.2:236,102..238,227(-)"	hypothetical protein	protein coding gene	CNAG_05410	IPR018618	Vacuolar import/degradation protein Vid24	490	1473	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	Vacuolar import/degradation protein Vid24	PF09783	N/A
CNAG_01244	NA	-2.166	2.776e-4	-1.841	3.111e-5	-1.394	0.002442	-5.401	CNAG_01244	161	Cryptococcus neoformans var. grubii H99	"CP003824.1:821,019..823,077(+)"	"hypothetical protein, hypothetical protein, variant"	protein coding gene	CNAG_01244	N/A	N/A	499	1500	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_05303	ICL1	-2.384	2.466e-6	-1.355	0.02476	-1.661	4.849e-5	-5.4	CNAG_05303	162	Cryptococcus neoformans var. grubii H99	"CP003823.1:988,897..991,402(-)"	isocitrate lyase	protein coding gene	CNAG_05303	IPR006254;IPR015813;IPR018523;IPR039556	"Isocitrate lyase;Pyruvate/Phosphoenolpyruvate kinase-like domain superfamily;Isocitrate lyase/phosphorylmutase, conserved site;ICL/PEPM domain"	549	1650	isocitrate lyase	carbon utilization	N/A	N/A	carboxylic acid metabolic process	catalytic activity;isocitrate lyase activity;metal ion binding;methylisocitrate lyase activity	N/A	Isocitrate lyase	PF00463	ICL1
CNAG_07728	NA	-1.36	0.009017	-1.584	3.323e-4	-2.439	1.892e-15	-5.383	CNAG_07728	163	Cryptococcus neoformans var. grubii H99	"CP003827.1:847,527..848,074(+)"	"solute carrier family 39 (zinc transporter), member 1/2/3"	protein coding gene	CNAG_07728	N/A	N/A	113	342	"solute carrier family 39 (zinc transporter), member 1/2/3"	N/A	N/A	N/A	N/A	N/A	integral component of membrane	N/A	N/A	N/A
CNAG_01232	PMC1	-1.585	2.8989999999999996e-22	-1.814	4.125999999999999e-71	-1.97	3.689e-66	-5.369	CNAG_01232	164	Cryptococcus neoformans var. grubii H99	"CP003824.1:864,551..869,857(+)"	"calcium-translocating P-type ATPase, PMCA-type"	protein coding gene	CNAG_01232	IPR001757;IPR004014;IPR006068;IPR006408;IPR008250;IPR018303;IPR023298;IPR023299;IPR036412	"P-type ATPase;Cation-transporting P-type ATPase, N-terminal;Cation-transporting P-type ATPase, C-terminal;P-type ATPase, subfamily IIB;P-type ATPase, A domain superfamily;P-type ATPase, phosphorylation site;P-type ATPase, transmembrane domain superfamily;P-type ATPase, cytoplasmic domain N;HAD-like superfamily"	1414	4245	"calcium-translocating P-type ATPase, PMCA-type"	calcium ion import into vacuole;capsule organization;response to cadmium ion;response to calcium ion	P-type calcium transporter activity	N/A	calcium ion transmembrane transport	ATP binding;P-type calcium transporter activity;nucleotide binding	integral component of membrane;membrane	"Cation-transporting P-type ATPase, C-terminal;Cation-transporting P-type ATPase, N-terminal"	PF00122;PF00689;PF00690;PF13246	PMC1
CNAG_05818	CHS5	-1.803	3.9699999999999995e-30	-1.789	1.6009999999999995e-68	-1.776	1.09e-51	-5.368	CNAG_05818	165	Cryptococcus neoformans var. grubii H99	"CP003826.1:951,981..958,757(-)"	Chitin synthase	protein coding gene	CNAG_05818	IPR001199;IPR001609;IPR004835;IPR014876;IPR027417;IPR029044;IPR036037;IPR036400	"Cytochrome b5-like heme/steroid binding domain;Myosin head, motor domain;Chitin synthase;DEK, C-terminal;P-loop containing nucleoside triphosphate hydrolase;Nucleotide-diphospho-sugar transferases;Class XVII myosin, motor domain;Cytochrome b5-like heme/steroid binding domain superfamily"	1931	5796	Chitin synthase	cellular response to heat	N/A	N/A	N/A	ATP binding;actin binding;chitin synthase activity;cytoskeletal motor activity;hexosyltransferase activity	integral component of membrane;myosin complex	"Myosin head, motor domain;Cytochrome b5-like heme/steroid binding domain;DEK, C-terminal"	PF00063;PF00173;PF03142;PF08766	CHS5
CNAG_07826	NA	-1.117	0.02342	-1.124	1.148e-5	-3.106	9.682e-31	-5.347	CNAG_07826	166	Cryptococcus neoformans var. grubii H99	"CP003823.1:944,970..945,497(+)"	hypothetical protein	protein coding gene	CNAG_07826	N/A	N/A	67	204	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_05543	NA	-2.535	1.24e-14	-1.456	6.754e-10	-1.349	1.362e-8	-5.34	CNAG_05543	167	Cryptococcus neoformans var. grubii H99	"CP003833.2:605,120..606,773(-)"	"hypothetical protein, hypothetical protein, variant"	protein coding gene	CNAG_05543	N/A	N/A	424	1275	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_02156	NA	-1.697	1.723e-12	-1.557	1.344e-24	-2.086	1.943e-49	-5.34	CNAG_02156	168	Cryptococcus neoformans var. grubii H99	"CP003825.1:1,058,886..1,060,541(+)"	hypothetical protein	protein coding gene	CNAG_02156	N/A	N/A	337	1014	hypothetical protein	cellular response to heat	N/A	N/A	N/A	N/A	integral component of membrane	N/A	N/A	N/A
