Gene ID,Input Order,Organism,Genomic Location (Gene),Product Description,Gene Type,Input ID,Interpro ID,Interpro Description,Protein Length,CDS Length,Transcript Product Description,Curated GO Processes,Curated GO Functions,Curated GO Components,Computed GO Processes,Computed GO Functions,Computed GO Components
CNAG_05799,602,Cryptococcus neoformans var. grubii H99,"CP003826.1:908,095..910,639(-)",Chitin deacetylase,protein coding gene,CNAG_05799,IPR002509;IPR011330,"NodB homology domain;Glycoside hydrolase/deacetylase, beta/alpha-barrel",470,1413,Chitin deacetylase,N/A,N/A,extracellular region,carbohydrate metabolic process,"catalytic activity;hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",integral component of membrane
CNAG_03855,603,Cryptococcus neoformans var. grubii H99,"CP003821.1:1,018,500..1,020,458(-)","phosphatidylinositol glycan, class M",protein coding gene,CNAG_03855,IPR007704,GPI mannosyltransferase 1,422,1269,"phosphatidylinositol glycan, class M",N/A,N/A,N/A,GPI anchor biosynthetic process,"alpha-1,4-mannosyltransferase activity;glycolipid mannosyltransferase activity",endoplasmic reticulum membrane;integral component of membrane
CNAG_00652,604,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,698,142..1,699,957(-)","hypothetical protein, variant 1, hypothetical protein, variant 2, hypothetical protein",protein coding gene,CNAG_00652,N/A,N/A,261,786,"hypothetical protein, variant 2",N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04514,605,Cryptococcus neoformans var. grubii H99,"CP003828.1:1,058,664..1,060,691(+)",CMGC/MAPK protein kinase,protein coding gene,CNAG_04514,IPR000719;IPR003527;IPR008271;IPR011009;IPR017441,"Protein kinase domain;Mitogen-activated protein (MAP) kinase, conserved site;Serine/threonine-protein kinase, active site;Protein kinase-like domain superfamily;Protein kinase, ATP binding site",426,1281,CMGC/MAPK protein kinase,capsule organization;cellular response to antibiotic;cellular response to cadmium ion;cellular response to diamide;cellular response to dithiothreitol;cellular response to heat;cellular response to hydroxyurea;cellular response to methyl methanesulfonate;cellular response to salt stress;cellular res,N/A,N/A,protein phosphorylation,ATP binding;MAP kinase activity;protein kinase activity,N/A
CNAG_01448,606,Cryptococcus neoformans var. grubii H99,"CP003824.1:286,747..290,119(-)",hypothetical protein,protein coding gene,CNAG_01448,N/A,N/A,844,2535,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06876,607,Cryptococcus neoformans var. grubii H99,"CP003824.1:7,089..8,903(-)",Alpha-ketoglutarate-dependent taurine dioxygenase,protein coding gene,CNAG_06876,IPR003819,TauD/TfdA-like domain,375,1128,Alpha-ketoglutarate-dependent taurine dioxygenase,N/A,N/A,N/A,obsolete oxidation-reduction process,dioxygenase activity;oxidoreductase activity,N/A
CNAG_03573,608,Cryptococcus neoformans var. grubii H99,"CP003827.1:1,307,190..1,309,275(+)",kynurenine 3-monooxygenase,protein coding gene,CNAG_03573,IPR002938;IPR036188,FAD-binding domain;FAD/NAD(P)-binding domain superfamily,421,1266,kynurenine 3-monooxygenase,N/A,N/A,N/A,N/A,FAD binding;monooxygenase activity,N/A
CNAG_00474,609,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,219,814..1,221,250(+)",hypothetical protein,protein coding gene,CNAG_00474,N/A,N/A,300,903,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05453,610,Cryptococcus neoformans var. grubii H99,"CP003833.2:350,137..351,106(+)","hypothetical protein, hypothetical protein, variant",protein coding gene,CNAG_05453,IPR009057,Homeobox-like domain superfamily,105,318,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03381,611,Cryptococcus neoformans var. grubii H99,"CP003827.1:801,777..803,918(-)",hypothetical protein,protein coding gene,CNAG_03381,IPR029058,Alpha/Beta hydrolase fold,466,1401,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03316,612,Cryptococcus neoformans var. grubii H99,"CP003827.1:632,496..634,531(+)",rho gdp-dissociation inhibitor,protein coding gene,CNAG_03316,IPR000406;IPR014756,Rho protein GDP-dissociation inhibitor;Immunoglobulin E-set,196,591,rho gdp-dissociation inhibitor,cell morphogenesis;cellular response to heat;cytokinesis;sporulation;vacuole organization,N/A,N/A,N/A,Rho GDP-dissociation inhibitor activity,cytoplasm
CNAG_05866,613,Cryptococcus neoformans var. grubii H99,"CP003826.1:1,075,171..1,079,138(+)",plasma membrane fusion protein PRM1,protein coding gene,CNAG_05866,IPR026777,Plasma membrane fusion protein PRM1,1073,3222,plasma membrane fusion protein PRM1,N/A,N/A,N/A,plasma membrane fusion involved in cytogamy,N/A,integral component of membrane;mating projection tip;plasma membrane
CNAG_05941,614,Cryptococcus neoformans var. grubii H99,"CP003826.1:1,276,113..1,277,432(+)",hypothetical protein,protein coding gene,CNAG_05941,N/A,N/A,280,843,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_01551,615,Cryptococcus neoformans var. grubii H99,"CP003830.1:260,426..262,535(-)",GATA family transcription factor,protein coding gene,CNAG_01551,IPR000679,"Zinc finger, GATA-type",435,1308,GATA family transcription factor,capsule organization;mating;regulation of urease activity;response to cadmium ion;response to dithiothreitol;response to hydrogen peroxide;response to sodium dodecyl sulfate,N/A,N/A,"regulation of transcription, DNA-templated",sequence-specific DNA binding;zinc ion binding,N/A
CNAG_01163,616,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,033,941..1,037,151(+)",DNA repair and recombination protein RAD54-like protein,protein coding gene,CNAG_01163,IPR000330;IPR001650;IPR013967;IPR014001;IPR027417,"SNF2-related, N-terminal domain;Helicase, C-terminal;Rad54, N-terminal;Helicase superfamily 1/2, ATP-binding domain;P-loop containing nucleoside triphosphate hydrolase",818,2457,DNA repair and recombination protein RAD54-like protein,N/A,N/A,N/A,N/A,"ATP binding;hydrolase activity, acting on acid anhydrides",nucleus
CNAG_07029,617,Cryptococcus neoformans var. grubii H99,"CP003820.1:590,465..591,633(+)",vesicle-associated membrane protein 7,protein coding gene,CNAG_07029,IPR001388;IPR010908;IPR011012,Synaptobrevin;Longin domain;Longin-like domain superfamily,238,717,vesicle-associated membrane protein 7,N/A,N/A,N/A,vesicle-mediated transport,N/A,integral component of membrane
CNAG_00156,618,Cryptococcus neoformans var. grubii H99,"CP003820.1:427,337..431,736(-)",Putative zinc finger transcription factor,protein coding gene,CNAG_00156,IPR013087;IPR036236,Zinc finger C2H2-type;Zinc finger C2H2 superfamily,1094,3285,Putative zinc finger transcription factor,calcineurin-mediated signaling;capsule organization;cellular response to heat;cellular response to salt stress;cellular response to sodium dodecyl sulfate;fungal-type cell wall organization;positive regulation of transcription by RNA polymerase II;positive regulation of transepithelial migration of ,"DNA-binding transcription activator activity, RNA polymerase II-specific;RNA polymerase II cis-regulatory region sequence-specific DNA binding;oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor",cytosol;nuclear chromatin;nucleus,N/A,N/A,N/A
CNAG_04386,619,Cryptococcus neoformans var. grubii H99,"CP003828.1:730,812..732,202(+)",hypothetical protein,protein coding gene,CNAG_04386,IPR025187,Protein of unknown function DUF4112,247,744,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_02497,620,Cryptococcus neoformans var. grubii H99,"CP003825.1:157,846..160,643(-)","thaumatin family protein, variant, thaumatin family protein",protein coding gene,CNAG_02497,IPR001938;IPR037176,Thaumatin family;Osmotin/thaumatin-like superfamily,568,1707,"thaumatin family protein, variant",N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05090,621,Cryptococcus neoformans var. grubii H99,"CP003823.1:414,381..416,418(+)",quinone oxidoreductase,protein coding gene,CNAG_05090,IPR011032;IPR013149;IPR013154;IPR014189;IPR020843;IPR036291,"GroES-like superfamily;Alcohol dehydrogenase, C-terminal;Alcohol dehydrogenase, N-terminal;Quinone oxidoreductase PIG3;Polyketide synthase, enoylreductase domain;NAD(P)-binding domain superfamily",391,1176,quinone oxidoreductase,N/A,N/A,N/A,obsolete oxidation-reduction process,oxidoreductase activity,N/A
CNAG_01122,622,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,148,548..1,149,694(+)",hypothetical protein,protein coding gene,CNAG_01122,IPR038765,Papain-like cysteine peptidase superfamily,290,873,hypothetical protein,N/A,N/A,N/A,proteolysis,calcium-dependent cysteine-type endopeptidase activity,N/A
CNAG_07976,623,Cryptococcus neoformans var. grubii H99,"CP003823.1:837,936..840,081(+)",hypothetical protein,protein coding gene,CNAG_07976,IPR013320,Concanavalin A-like lectin/glucanase domain superfamily,445,1338,hypothetical protein,N/A,N/A,N/A,carbohydrate metabolic process,"hydrolase activity, hydrolyzing O-glycosyl compounds",N/A
CNAG_07043,624,Cryptococcus neoformans var. grubii H99,"CP003832.1:753,143..754,474(+)",hypothetical protein,protein coding gene,CNAG_07043,N/A,N/A,282,849,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04695,625,Cryptococcus neoformans var. grubii H99,"CP003829.1:675,813..677,132(-)",hypothetical protein,protein coding gene,CNAG_04695,N/A,N/A,84,255,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00568,626,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,464,721..1,466,530(-)",hypothetical protein,protein coding gene,CNAG_00568,N/A,N/A,295,888,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_07824,627,Cryptococcus neoformans var. grubii H99,"CP003823.1:903,594..906,290(-)",hypothetical protein,protein coding gene,CNAG_07824,IPR001680;IPR019775;IPR036322,"WD40 repeat;WD40 repeat, conserved site;WD40-repeat-containing domain superfamily",685,2058,hypothetical protein,N/A,N/A,N/A,N/A,protein binding,N/A
CNAG_05864,628,Cryptococcus neoformans var. grubii H99,"CP003826.1:1,068,485..1,071,421(-)",hypothetical protein,protein coding gene,CNAG_05864,N/A,N/A,734,2205,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06460,629,Cryptococcus neoformans var. grubii H99,"CP003832.1:538,423..540,623(+)",hypothetical protein,protein coding gene,CNAG_06460,N/A,N/A,531,1596,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03825,630,Cryptococcus neoformans var. grubii H99,"CP003821.1:937,922..940,060(-)","hypothetical protein, hypothetical protein, variant",protein coding gene,CNAG_03825,N/A,N/A,230,693,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_05293,631,Cryptococcus neoformans var. grubii H99,"CP003823.1:959,007..962,862(+)",glycogenin glucosyltransferase,protein coding gene,CNAG_05293,IPR002495;IPR029044,"Glycosyl transferase, family 8;Nucleotide-diphospho-sugar transferases",926,2781,glycogenin glucosyltransferase,N/A,N/A,N/A,N/A,glycosyltransferase activity,N/A
CNAG_05697,632,Cryptococcus neoformans var. grubii H99,"CP003826.1:643,412..645,937(+)",hypothetical protein,protein coding gene,CNAG_05697,IPR021740;IPR037525,Velvet factor;Velvet domain,187,564,hypothetical protein,N/A,N/A,N/A,N/A,N/A,nucleus
CNAG_06652,633,Cryptococcus neoformans var. grubii H99,"CP003826.1:390,814..393,384(-)",allantoate permease,protein coding gene,CNAG_06652,IPR011701;IPR036259,Major facilitator superfamily;MFS transporter superfamily,520,1563,allantoate permease,N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane
CNAG_06963,634,Cryptococcus neoformans var. grubii H99,"CP003822.1:28,870..31,698(-)",Sugar transporter,protein coding gene,CNAG_06963,IPR003663;IPR005828;IPR005829;IPR036259,"Sugar/inositol transporter;Major facilitator,  sugar transporter-like;Sugar transporter, conserved site;MFS transporter superfamily",555,1668,Sugar transporter,N/A,N/A,N/A,carbohydrate transport;transmembrane transport,transmembrane transporter activity,integral component of membrane;membrane
CNAG_00378,635,Cryptococcus neoformans var. grubii H99,"CP003820.1:967,715..970,168(+)",hypothetical protein,protein coding gene,CNAG_00378,N/A,N/A,114,345,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_07407,636,Cryptococcus neoformans var. grubii H99,"CP003824.1:222,704..223,314(+)",fungal mating-type pheromone,protein coding gene,CNAG_07407,N/A,N/A,38,117,fungal mating-type pheromone,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06473,637,Cryptococcus neoformans var. grubii H99,"CP003832.1:569,039..573,094(-)",hypothetical protein,protein coding gene,CNAG_06473,IPR008942,ENTH/VHS,1091,3276,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00711,638,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,858,282..1,860,260(+)",hypothetical protein,protein coding gene,CNAG_00711,IPR007361,Domain of unknown function DUF427,109,330,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_07826,639,Cryptococcus neoformans var. grubii H99,"CP003823.1:944,970..945,497(+)",hypothetical protein,protein coding gene,CNAG_07826,N/A,N/A,67,204,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_01995,640,Cryptococcus neoformans var. grubii H99,"CP003830.1:1,486,712..1,487,944(+)",hypothetical protein,protein coding gene,CNAG_01995,N/A,N/A,225,678,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00732,641,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,908,931..1,911,593(-)","hypothetical protein, variant 2, hypothetical protein, variant 1, hypothetical protein",protein coding gene,CNAG_00732,IPR004827,Basic-leucine zipper domain,332,999,hypothetical protein,cellular response to dithiothreitol;cellular response to hydrogen peroxide,N/A,N/A,"regulation of transcription, DNA-templated",DNA-binding transcription factor activity,N/A
CNAG_04631,642,Cryptococcus neoformans var. grubii H99,"CP003829.1:829,862..832,532(-)",ribitol kinase,protein coding gene,CNAG_04631,IPR006003;IPR018484;IPR018485;IPR043129,"FGGY carbohydrate kinase, pentulose kinase;Carbohydrate kinase, FGGY, N-terminal;Carbohydrate kinase, FGGY, C-terminal;ATPase, nucleotide binding domain",621,1866,ribitol kinase,cellular response to methyl methanesulfonate,N/A,N/A,carbohydrate metabolic process,"kinase activity;phosphotransferase activity, alcohol group as acceptor",N/A
CNAG_04611,643,Cryptococcus neoformans var. grubii H99,"CP003829.1:888,298..889,859(+)",ubiquitin-conjugating enzyme E2 H,protein coding gene,CNAG_04611,IPR000608;IPR016135;IPR023313,"Ubiquitin-conjugating enzyme E2;Ubiquitin-conjugating enzyme/RWD-like;Ubiquitin-conjugating enzyme, active site",245,738,ubiquitin-conjugating enzyme E2 H,N/A,N/A,N/A,N/A,ATP binding;transferase activity,N/A
CNAG_07499,644,Cryptococcus neoformans var. grubii H99,"CP003822.1:23,129..28,103(-)",Chitin synthase,protein coding gene,CNAG_07499,IPR004834;IPR004835;IPR013616;IPR029044,Fungal chitin synthase;Chitin synthase;Chitin synthase N-terminal;Nucleotide-diphospho-sugar transferases,1032,3099,Chitin synthase,N/A,N/A,N/A,chitin biosynthetic process,chitin synthase activity;hexosyltransferase activity,integral component of membrane
CNAG_06898,645,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,457,226..1,459,338(-)",chitin synthase export chaperone,protein coding gene,CNAG_06898,IPR022057,Chitin synthase export chaperone,360,1083,chitin synthase export chaperone,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_04015,646,Cryptococcus neoformans var. grubii H99,"CP003821.1:1,403,901..1,405,909(-)",amino acid transporter,protein coding gene,CNAG_04015,IPR004841,Amino acid permease/ SLC12A domain,197,594,amino acid transporter,N/A,N/A,N/A,transmembrane transport,N/A,integral component of membrane;membrane
CNAG_01031,647,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,392,996..1,394,665(+)",hypothetical protein,protein coding gene,CNAG_01031,IPR004345,TB2/DP1/HVA22-related protein,389,1170,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_07476,648,Cryptococcus neoformans var. grubii H99,"CP003821.1:662,503..666,736(-)",hypothetical protein,protein coding gene,CNAG_07476,N/A,N/A,1113,3342,hypothetical protein,N/A,N/A,N/A,N/A,protein heterodimerization activity,N/A
CNAG_00178,649,Cryptococcus neoformans var. grubii H99,"CP003820.1:480,787..485,494(-)",DNA repair protein REV1,protein coding gene,CNAG_00178,IPR001126;IPR001357;IPR017961;IPR025527;IPR031991;IPR036420;IPR036775;IPR043502,"UmuC domain;BRCT domain;DNA polymerase, Y-family, little finger domain;HUWE1/Rev1, ubiquitin binding region;DNA repair protein Rev1, C-terminal;BRCT domain superfamily;DNA polymerase, Y-family, little finger domain superfamily;DNA/RNA polymerase superfamily",1254,3765,DNA repair protein REV1,N/A,N/A,N/A,DNA biosynthetic process;DNA repair,damaged DNA binding,nucleus
CNAG_02667,650,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,072,297..1,075,040(+)",hypothetical protein,protein coding gene,CNAG_02667,IPR006597,Sel1-like repeat,675,2028,hypothetical protein,N/A,N/A,N/A,N/A,protein binding,N/A
CNAG_02797,651,Cryptococcus neoformans var. grubii H99,"CP003822.1:746,485..748,261(-)",putative secreted protein,protein coding gene,CNAG_02797,IPR038955,Protein PriA,199,600,putative secreted protein,capsule organization,N/A,N/A,N/A,N/A,N/A
CNAG_03894,652,Cryptococcus neoformans var. grubii H99,"CP003821.1:1,117,340..1,121,476(+)",Putative Zn2-Cys6 zinc-finger transcription factor,protein coding gene,CNAG_03894,IPR001138;IPR036864,Zn(2)-C6 fungal-type DNA-binding domain;Zn(2)-C6 fungal-type DNA-binding domain superfamily,732,2199,Putative Zn2-Cys6 zinc-finger transcription factor,adhesion of symbiont to host endothelial cell;capsule organization;entry into host,N/A,N/A,"regulation of transcription, DNA-templated","DNA-binding transcription factor activity, RNA polymerase II-specific;zinc ion binding",host cell nucleus
CNAG_05015,653,Cryptococcus neoformans var. grubii H99,"CP003823.1:229,871..232,836(+)",catalase 4,protein coding gene,CNAG_05015,IPR002226;IPR010582;IPR011614;IPR018028;IPR020835;IPR024708,"Catalase haem-binding site;Catalase immune-responsive domain;Catalase core domain;Catalase, mono-functional, haem-containing;Catalase superfamily;Catalase active site",701,2106,catalase 4,N/A,N/A,N/A,hydrogen peroxide catabolic process;obsolete oxidation-reduction process;response to oxidative stress,catalase activity;heme binding;metal ion binding,N/A
CNAG_02342,654,Cryptococcus neoformans var. grubii H99,"CP003825.1:562,332..564,056(-)",hypothetical protein,protein coding gene,CNAG_02342,IPR026505,Solute carrier family 35 member F3/F4,427,1284,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_01109,655,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,185,241..1,186,312(-)",hypothetical protein,protein coding gene,CNAG_01109,N/A,N/A,181,546,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_07639,656,Cryptococcus neoformans var. grubii H99,"CP003825.1:721,610..723,895(+)",Triacylglycerol lipase,protein coding gene,CNAG_07639,IPR007751;IPR029058,"Domain of unknown function DUF676, lipase-like;Alpha/Beta hydrolase fold",586,1761,Triacylglycerol lipase,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05724,657,Cryptococcus neoformans var. grubii H99,"CP003826.1:704,098..707,021(+)",hypothetical protein,protein coding gene,CNAG_05724,N/A,N/A,570,1713,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_00074,658,Cryptococcus neoformans var. grubii H99,"CP003820.1:205,405..208,337(+)",protein PNS1,protein coding gene,CNAG_00074,IPR007603,Choline transporter-like,551,1656,protein PNS1,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_07555,659,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,197,365..1,200,805(+)","hypothetical protein, variant, hypothetical protein",protein coding gene,CNAG_07555,N/A,N/A,540,1623,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_02189,660,Cryptococcus neoformans var. grubii H99,"CP003825.1:950,724..953,184(-)",Alpha-amylase,protein coding gene,CNAG_02189,IPR006047;IPR013777;IPR015340;IPR017853,"Glycosyl hydrolase, family 13, catalytic domain;Alpha-amylase-like;Alpha-amylase, domain of unknown function DUF1966, C-terminal;Glycoside hydrolase superfamily",532,1599,Alpha-amylase,N/A,N/A,extracellular region,carbohydrate catabolic process;carbohydrate metabolic process,alpha-amylase activity;alpha-amylase activity (releasing maltohexaose);calcium ion binding;catalytic activity,N/A
CNAG_04858,661,Cryptococcus neoformans var. grubii H99,"CP003829.1:196,346..198,196(+)",hypothetical protein,protein coding gene,CNAG_04858,N/A,N/A,123,372,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03666,662,Cryptococcus neoformans var. grubii H99,"CP003821.1:482,236..484,857(-)",acyl-CoA dehydrogenase,protein coding gene,CNAG_03666,IPR001199;IPR006089;IPR006091;IPR009075;IPR009100;IPR013786;IPR036250;IPR036400,"Cytochrome b5-like heme/steroid binding domain;Acyl-CoA dehydrogenase, conserved site;Acyl-CoA oxidase/dehydrogenase, central domain;Acyl-CoA dehydrogenase/oxidase C-terminal;Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain superfamily;Acyl-CoA dehydrogenase/oxidase, N-terminal;Acyl-CoA dehydrogenase-like, C-terminal;Cytochrome b5-like heme/steroid binding domain superfamily",522,1569,acyl-CoA dehydrogenase,N/A,N/A,N/A,obsolete oxidation-reduction process,"acyl-CoA dehydrogenase activity;flavin adenine dinucleotide binding;oxidoreductase activity, acting on the CH-CH group of donors",N/A
CNAG_05893,663,Cryptococcus neoformans var. grubii H99,"CP003826.1:1,131,048..1,132,715(+)",hypothetical protein,protein coding gene,CNAG_05893,N/A,N/A,369,1110,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04017,664,Cryptococcus neoformans var. grubii H99,"CP003821.1:1,409,719..1,410,967(+)",methionine-R-sulfoxide reductase,protein coding gene,CNAG_04017,IPR002579;IPR011057;IPR028427,Peptide methionine sulphoxide reductase MrsB;Mss4-like superfamily;Peptide methionine sulfoxide reductase,182,549,methionine-R-sulfoxide reductase,N/A,N/A,N/A,obsolete oxidation-reduction process;protein repair;response to oxidative stress,"metal ion binding;oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor;peptide-methionine (R)-S-oxide reductase activity",N/A
CNAG_05444,665,Cryptococcus neoformans var. grubii H99,"CP003833.2:326,026..328,034(+)",NADPH dehydrogenase,protein coding gene,CNAG_05444,IPR001155,"NADH:flavin oxidoreductase/NADH oxidase, N-terminal",430,1293,NADPH dehydrogenase,N/A,N/A,N/A,obsolete oxidation-reduction process,FMN binding;catalytic activity;oxidoreductase activity,N/A
CNAG_02733,666,Cryptococcus neoformans var. grubii H99,"CP003822.1:880,329..882,985(+)",Monosaccharide transporter,protein coding gene,CNAG_02733,IPR003663;IPR005828;IPR005829;IPR036259,"Sugar/inositol transporter;Major facilitator,  sugar transporter-like;Sugar transporter, conserved site;MFS transporter superfamily",595,1788,Monosaccharide transporter,N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane;membrane
CNAG_06567,667,Cryptococcus neoformans var. grubii H99,"CP003826.1:135,024..138,138(-)",hypothetical protein,protein coding gene,CNAG_06567,N/A,N/A,598,1797,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03136,668,Cryptococcus neoformans var. grubii H99,"CP003827.1:154,110..157,291(-)",hypothetical protein,protein coding gene,CNAG_03136,N/A,N/A,677,2034,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04018,669,Cryptococcus neoformans var. grubii H99,"CP003821.1:1,410,765..1,413,419(-)",hypothetical protein,protein coding gene,CNAG_04018,IPR021264,Protein of unknown function DUF2841,641,1926,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03806,670,Cryptococcus neoformans var. grubii H99,"CP003821.1:895,064..896,939(-)","acyltransferase, variant, acyltransferase",protein coding gene,CNAG_03806,IPR002123,Phospholipid/glycerol acyltransferase,300,903,"acyltransferase, variant",N/A,N/A,N/A,N/A,acyltransferase activity,integral component of membrane
CNAG_01645,671,Cryptococcus neoformans var. grubii H99,"CP003830.1:509,053..510,921(+)",hypothetical protein,protein coding gene,CNAG_01645,N/A,N/A,403,1212,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05036,672,Cryptococcus neoformans var. grubii H99,"CP003823.1:276,432..278,418(-)",hypothetical protein,protein coding gene,CNAG_05036,N/A,N/A,364,1095,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_01854,673,Cryptococcus neoformans var. grubii H99,"CP003830.1:1,096,267..1,100,068(-)",heparinase II/III family protein,protein coding gene,CNAG_01854,IPR008929;IPR012480,Chondroitin AC/alginate lyase;Heparinase II/III-like,841,2526,heparinase II/III family protein,N/A,N/A,N/A,N/A,lyase activity,integral component of membrane
CNAG_06795,674,Cryptococcus neoformans var. grubii H99,"CP003821.1:19,546..21,178(+)",hypothetical protein,protein coding gene,CNAG_06795,IPR018466,Kre9/Knh1 family,242,729,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06485,675,Cryptococcus neoformans var. grubii H99,"CP003832.1:639,295..642,096(+)",hexose transporter protein,protein coding gene,CNAG_06485,IPR003663;IPR005828;IPR005829;IPR036259,"Sugar/inositol transporter;Major facilitator,  sugar transporter-like;Sugar transporter, conserved site;MFS transporter superfamily",525,1578,hexose transporter protein,N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane;membrane
CNAG_04354,676,Cryptococcus neoformans var. grubii H99,"CP003828.1:651,799..654,447(+)",exopolyphosphatase,protein coding gene,CNAG_04354,IPR001667;IPR004097;IPR038763,DDH domain;DHHA2 domain;DHH phosphoesterase superfamily,502,1509,exopolyphosphatase,adhesion of symbiont to host endothelial cell;cellular response to methyl methanesulfonate;cellular response to sodium dodecyl sulfate;entry into host;positive regulation of melanin biosynthetic process;regulation of urease activity;response to cyclosporin A,N/A,N/A,N/A,metal ion binding;pyrophosphatase activity,cytoplasm;integral component of membrane
CNAG_01095,677,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,224,355..1,226,225(+)",BEM46 family protein,protein coding gene,CNAG_01095,IPR000073;IPR029058,Alpha/beta hydrolase fold-1;Alpha/Beta hydrolase fold,358,1077,BEM46 family protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_07668,678,Cryptococcus neoformans var. grubii H99,"CP003826.1:600,992..603,156(+)",hypothetical protein,protein coding gene,CNAG_07668,IPR008253,Marvel domain,365,1098,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane;membrane
CNAG_00498,679,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,274,589..1,278,195(+)",cell division cycle protein 14,protein coding gene,CNAG_00498,IPR000340;IPR003595;IPR016130;IPR020422;IPR026070;IPR029021;IPR029260,"Dual specificity phosphatase, catalytic domain;Protein-tyrosine phosphatase, catalytic;Protein-tyrosine phosphatase, active site;Dual specificity protein phosphatase domain;Tyrosine-protein phosphatase CDC14;Protein-tyrosine phosphatase-like;Dual specificity/tyrosine protein phosphatase, N-terminal",766,2301,cell division cycle protein 14,N/A,N/A,N/A,cell cycle;cell division;dephosphorylation;protein dephosphorylation;regulation of exit from mitosis,phosphatase activity;phosphoprotein phosphatase activity;protein tyrosine phosphatase activity;protein tyrosine/serine/threonine phosphatase activity,N/A
CNAG_00052,680,Cryptococcus neoformans var. grubii H99,"CP003820.1:154,270..154,990(+)",hypothetical protein,protein coding gene,CNAG_00052,N/A,N/A,94,285,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
