Gene ID,Input Order,Organism,Genomic Location (Gene),Product Description,Gene Type,Input ID,Interpro ID,Interpro Description,Protein Length,CDS Length,Transcript Product Description,Curated GO Processes,Curated GO Functions,Curated GO Components,Computed GO Processes,Computed GO Functions,Computed GO Components
CNAG_03413,460,Cryptococcus neoformans var. grubii H99,"CP003827.1:890,350..892,823(+)",alginate lyase,protein coding gene,CNAG_03413,N/A,N/A,396,1191,alginate lyase,N/A,N/A,N/A,N/A,lyase activity,N/A
CNAG_05472,461,Cryptococcus neoformans var. grubii H99,"CP003833.2:405,115..408,207(+)","meiotic recombination protein SPO11, variant 2, meiotic recombination protein spo11, meiotic recombination protein SPO11, variant 1",protein coding gene,CNAG_05472,IPR002815;IPR013049;IPR034136;IPR036078,"Spo11/DNA topoisomerase VI subunit A;Spo11/DNA topoisomerase VI, subunit A, N-terminal;Topoisomerase 6 subunit A/Spo11, TOPRIM domain;Spo11/DNA topoisomerase VI subunit A superfamily",328,987,meiotic recombination protein spo11,sexual sporulation,N/A,N/A,"DNA catabolic process, endonucleolytic;DNA metabolic process","ATP binding;DNA binding;catalytic activity;endodeoxyribonuclease activity, producing 3'-phosphomonoesters;metal ion binding",chromosome
CNAG_01193,462,Cryptococcus neoformans var. grubii H99,"CP003824.1:958,046..961,879(-)","hypothetical protein, hypothetical protein, variant",protein coding gene,CNAG_01193,IPR017359,"Uncharacterised conserved protein UCP038021, RWD",1076,3231,"hypothetical protein, variant",N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04750,463,Cryptococcus neoformans var. grubii H99,"CP003829.1:508,195..509,701(+)",hypothetical protein,protein coding gene,CNAG_04750,IPR024624,"Pyridoxamine 5'-phosphate oxidase, Alr4036 family, FMN-binding domain",232,699,hypothetical protein,N/A,N/A,N/A,N/A,FMN binding,N/A
CNAG_06913,464,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,497,809..1,500,267(+)",L-serine ammonia-lyase,protein coding gene,CNAG_06913,IPR000634;IPR001926;IPR036052,"Serine/threonine dehydratase, pyridoxal-phosphate-binding site;Pyridoxal-phosphate dependent enzyme;Tryptophan synthase beta subunit-like PLP-dependent enzyme",399,1200,L-serine ammonia-lyase,N/A,N/A,N/A,cellular amino acid metabolic process,lyase activity;pyridoxal phosphate binding,N/A
CNAG_03002,465,Cryptococcus neoformans var. grubii H99,"CP003822.1:234,102..234,969(+)",hypothetical protein,protein coding gene,CNAG_03002,N/A,N/A,164,495,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04804,466,Cryptococcus neoformans var. grubii H99,"CP003829.1:352,128..355,792(+)",sterol regulatory element-binding protein,protein coding gene,CNAG_04804,IPR011598;IPR036638,"Myc-type, basic helix-loop-helix (bHLH) domain;Helix-loop-helix DNA-binding domain superfamily",1026,3081,sterol regulatory element-binding protein,adhesion of symbiont to host endothelial cell;entry into host;mating;negative regulation of capsule organization;response to cadmium ion;response to diamide;response to dithiothreitol;response to drug;response to heat;response to hydrogen peroxide;response to hydroxyurea;response to methyl methanesu,urease activity,N/A,N/A,protein dimerization activity,N/A
CNAG_06389,467,Cryptococcus neoformans var. grubii H99,"CP003832.1:362,182..364,008(+)",hypothetical protein,protein coding gene,CNAG_06389,N/A,N/A,345,1038,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_04576,468,Cryptococcus neoformans var. grubii H99,"CP003829.1:989,006..990,914(-)",hypothetical protein,protein coding gene,CNAG_04576,N/A,N/A,227,684,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_02514,469,Cryptococcus neoformans var. grubii H99,"CP003825.1:117,392..118,855(+)",hypothetical protein,protein coding gene,CNAG_02514,IPR018392,LysM domain,411,1236,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05066,470,Cryptococcus neoformans var. grubii H99,"CP003823.1:341,103..343,002(-)",hypothetical protein,protein coding gene,CNAG_05066,IPR004827,Basic-leucine zipper domain,242,729,hypothetical protein,N/A,N/A,N/A,"regulation of transcription, DNA-templated",DNA-binding transcription factor activity,N/A
CNAG_00933,471,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,597,791..1,598,781(-)",hypothetical protein,protein coding gene,CNAG_00933,IPR009097;IPR012386,"Cyclic phosphodiesterase;2',3'-cyclic-nucleotide 3'-phosphodiesterase",240,723,hypothetical protein,N/A,N/A,N/A,N/A,cyclic-nucleotide phosphodiesterase activity,N/A
CNAG_05885,472,Cryptococcus neoformans var. grubii H99,"CP003826.1:1,116,021..1,118,524(-)",hypothetical protein,protein coding gene,CNAG_05885,N/A,N/A,677,2034,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06869,473,Cryptococcus neoformans var. grubii H99,"CP003824.1:27,549..29,713(+)","HPP family protein, variant 2, HPP family protein, HPP family protein, variant 1",protein coding gene,CNAG_06869,IPR007065,HPP,402,1209,HPP family protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_07975,474,Cryptococcus neoformans var. grubii H99,"CP003823.1:825,961..826,605(+)",hypothetical protein,protein coding gene,CNAG_07975,N/A,N/A,102,309,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_01417,475,Cryptococcus neoformans var. grubii H99,"CP003824.1:363,450..364,681(+)",hypothetical protein,protein coding gene,CNAG_01417,IPR012336;IPR036249,Thioredoxin-like fold;Thioredoxin-like superfamily,213,642,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_01539,476,Cryptococcus neoformans var. grubii H99,"CP003830.1:234,844..237,249(-)",Myo-inositol-1-phosphate synthase,protein coding gene,CNAG_01539,IPR002587;IPR013021;IPR036291,"Myo-inositol-1-phosphate synthase;Myo-inositol-1-phosphate synthase, GAPDH-like;NAD(P)-binding domain superfamily",558,1677,Myo-inositol-1-phosphate synthase,N/A,N/A,extracellular vesicle,inositol biosynthetic process;phospholipid biosynthetic process,inositol-3-phosphate synthase activity,N/A
CNAG_04892,477,Cryptococcus neoformans var. grubii H99,"CP003829.1:94,536..97,661(-)","hypothetical protein, variant 1, hypothetical protein, variant 2, hypothetical protein, variant 4, hypothetical protein, hypothetical protein, variant 3",protein coding gene,CNAG_04892,IPR022235,Protein of unknown function DUF3760,335,1008,"hypothetical protein, variant 4",N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04741,478,Cryptococcus neoformans var. grubii H99,"CP003829.1:525,945..528,916(+)",endosome protein,protein coding gene,CNAG_04741,IPR003877;IPR013320;IPR035780,"SPRY domain;Concanavalin A-like lectin/glucanase domain superfamily;Ssh4-like, SPRY domain",663,1992,endosome protein,N/A,N/A,N/A,N/A,protein binding,integral component of membrane
CNAG_02593,479,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,276,851..1,279,979(-)",hypothetical protein,protein coding gene,CNAG_02593,IPR007603,Choline transporter-like,757,2274,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_00321,480,Cryptococcus neoformans var. grubii H99,"CP003820.1:821,246..826,135(+)",dRaptor,protein coding gene,CNAG_00321,IPR004083;IPR016024;IPR029347;IPR036322,"Regulatory associated protein of TOR;Armadillo-type fold;Raptor, N-terminal CASPase-like domain;WD40-repeat-containing domain superfamily",1434,4305,dRaptor,N/A,N/A,N/A,TOR signaling,protein binding,TORC1 complex
CNAG_05072,481,Cryptococcus neoformans var. grubii H99,"CP003823.1:359,105..361,218(-)",endopeptidase,protein coding gene,CNAG_05072,IPR001461;IPR001969;IPR021109;IPR033121;IPR034164,"Aspartic peptidase A1 family;Aspartic peptidase, active site;Aspartic peptidase domain superfamily;Peptidase family A1 domain;Pepsin-like domain",482,1449,endopeptidase,cellular response to heat,N/A,N/A,proteolysis,aspartic-type endopeptidase activity,N/A
CNAG_07076,482,Cryptococcus neoformans var. grubii H99,"CP003821.1:791,444..793,343(+)",hypothetical protein,protein coding gene,CNAG_07076,N/A,N/A,274,825,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_01122,483,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,148,548..1,149,694(+)",hypothetical protein,protein coding gene,CNAG_01122,IPR038765,Papain-like cysteine peptidase superfamily,290,873,hypothetical protein,N/A,N/A,N/A,proteolysis,calcium-dependent cysteine-type endopeptidase activity,N/A
CNAG_06424,484,Cryptococcus neoformans var. grubii H99,"CP003832.1:440,293..442,084(-)",claudin family protein,protein coding gene,CNAG_06424,IPR009571,"Membrane protein SUR7/Rim9-like, fungi",253,762,claudin family protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane;plasma membrane
CNAG_02602,485,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,255,036..1,257,102(-)",flavonol synthase,protein coding gene,CNAG_02602,IPR005123;IPR026992,Oxoglutarate/iron-dependent dioxygenase;Non-haem dioxygenase N-terminal domain,401,1206,flavonol synthase,cellular response to heat,N/A,N/A,obsolete oxidation-reduction process,metal ion binding;oxidoreductase activity,N/A
CNAG_01074,486,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,270,166..1,272,822(+)","neutral amino acid transporter, variant, neutral amino acid transporter",protein coding gene,CNAG_01074,IPR013057,"Amino acid transporter, transmembrane domain",481,1446,neutral amino acid transporter,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_04086,487,Cryptococcus neoformans var. grubii H99,"CP003821.1:1,586,880..1,589,261(+)",hypothetical protein,protein coding gene,CNAG_04086,IPR021740;IPR037525,Velvet factor;Velvet domain,509,1530,hypothetical protein,N/A,N/A,N/A,N/A,N/A,nucleus
CNAG_07476,488,Cryptococcus neoformans var. grubii H99,"CP003821.1:662,503..666,736(-)",hypothetical protein,protein coding gene,CNAG_07476,N/A,N/A,1113,3342,hypothetical protein,N/A,N/A,N/A,N/A,protein heterodimerization activity,N/A
CNAG_03234,489,Cryptococcus neoformans var. grubii H99,"CP003827.1:405,663..409,601(+)","cell wall surface anchor protein, cell wall surface anchor protein, variant",protein coding gene,CNAG_03234,N/A,N/A,1078,3237,cell wall surface anchor protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_02516,490,Cryptococcus neoformans var. grubii H99,"CP003825.1:112,370..115,454(+)","hypothetical protein, variant 1, hypothetical protein, variant 2, hypothetical protein",protein coding gene,CNAG_02516,IPR011598;IPR036638,"Myc-type, basic helix-loop-helix (bHLH) domain;Helix-loop-helix DNA-binding domain superfamily",616,1851,hypothetical protein,N/A,N/A,N/A,N/A,protein dimerization activity,N/A
CNAG_00995,491,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,483,174..1,485,852(+)","hypothetical protein, hypothetical protein, variant",protein coding gene,CNAG_00995,IPR018803,Putative stress-responsive protein,649,1950,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_01977,492,Cryptococcus neoformans var. grubii H99,"CP003830.1:1,423,168..1,424,726(-)",hypothetical protein,protein coding gene,CNAG_01977,IPR001138,Zn(2)-C6 fungal-type DNA-binding domain,438,1317,hypothetical protein,N/A,N/A,N/A,"regulation of transcription, DNA-templated","DNA-binding transcription factor activity, RNA polymerase II-specific;zinc ion binding",host cell nucleus
CNAG_05873,493,Cryptococcus neoformans var. grubii H99,"CP003826.1:1,090,700..1,092,866(-)",hypothetical protein,protein coding gene,CNAG_05873,N/A,N/A,341,1026,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00349,494,Cryptococcus neoformans var. grubii H99,"CP003820.1:893,768..895,412(+)",hypothetical protein,protein coding gene,CNAG_00349,N/A,N/A,358,1077,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03110,495,Cryptococcus neoformans var. grubii H99,"CP003827.1:72,689..76,722(+)",hypothetical protein,protein coding gene,CNAG_03110,IPR011701;IPR036259,Major facilitator superfamily;MFS transporter superfamily,963,2892,hypothetical protein,N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane
CNAG_03733,496,Cryptococcus neoformans var. grubii H99,"CP003821.1:652,477..656,792(+)",hypothetical protein,protein coding gene,CNAG_03733,IPR000504;IPR035979,RNA recognition motif domain;RNA-binding domain superfamily,916,2751,hypothetical protein,N/A,N/A,N/A,N/A,RNA binding;nucleic acid binding,N/A
CNAG_04025,497,Cryptococcus neoformans var. grubii H99,"CP003821.1:1,431,577..1,433,387(+)",transaldolase,protein coding gene,CNAG_04025,IPR001585,Transaldolase/Fructose-6-phosphate aldolase,379,1140,transaldolase,N/A,N/A,N/A,carbohydrate metabolic process,catalytic activity,N/A
CNAG_01090,498,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,234,517..1,236,047(+)",alpha/beta hydrolase fold protein,protein coding gene,CNAG_01090,IPR000073;IPR000639;IPR029058,Alpha/beta hydrolase fold-1;Epoxide hydrolase-like;Alpha/Beta hydrolase fold,311,936,alpha/beta hydrolase fold protein,N/A,N/A,N/A,N/A,catalytic activity;hydrolase activity,N/A
CNAG_01194,499,Cryptococcus neoformans var. grubii H99,"CP003824.1:956,667..958,008(+)",hypothetical protein,protein coding gene,CNAG_01194,N/A,N/A,269,810,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_01584,500,Cryptococcus neoformans var. grubii H99,"CP003830.1:357,020..358,891(-)",hydrolase,protein coding gene,CNAG_01584,IPR036866,Ribonuclease Z/Hydroxyacylglutathione hydrolase-like,321,966,hydrolase,N/A,N/A,N/A,N/A,hydrolase activity,N/A
CNAG_03169,501,Cryptococcus neoformans var. grubii H99,"CP003827.1:237,201..239,187(-)",hypothetical protein,protein coding gene,CNAG_03169,IPR007568,RTA-like protein,202,609,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_06693,502,Cryptococcus neoformans var. grubii H99,"CP003826.1:506,353..507,817(-)",hypothetical protein,protein coding gene,CNAG_06693,IPR001841;IPR017907;IPR018957,"Zinc finger, RING-type;Zinc finger, RING-type, conserved site;Zinc finger, C3HC4 RING-type",313,942,hypothetical protein,N/A,N/A,N/A,N/A,metal ion binding,N/A
CNAG_01781,503,Cryptococcus neoformans var. grubii H99,"CP003830.1:870,137..872,321(-)","hypothetical protein, variant 2, hypothetical protein, variant 3, hypothetical protein, variant 1, hypothetical protein",protein coding gene,CNAG_01781,N/A,N/A,199,600,"hypothetical protein, variant 3",N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04621,504,Cryptococcus neoformans var. grubii H99,"CP003829.1:855,660..859,244(-)","glycogen(starch) synthase, glycogen(starch) synthase, variant",protein coding gene,CNAG_04621,IPR008631,Glycogen synthase,733,2202,"glycogen(starch) synthase, variant",N/A,N/A,N/A,glycogen biosynthetic process,glycogen (starch) synthase activity,N/A
CNAG_02255,505,Cryptococcus neoformans var. grubii H99,"CP003825.1:774,859..777,270(-)",BNR/Asp-box repeat family protein,protein coding gene,CNAG_02255,IPR011040;IPR036278,Sialidase;Sialidase superfamily,372,1119,BNR/Asp-box repeat family protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00686,506,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,786,261..1,787,809(-)",hypothetical protein,protein coding gene,CNAG_00686,N/A,N/A,286,861,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_01704,507,Cryptococcus neoformans var. grubii H99,"CP003830.1:660,419..664,137(-)",serine/threonine protein kinase,protein coding gene,CNAG_01704,IPR006685;IPR010920;IPR011992;IPR016688,"Mechanosensitive ion channel MscS;LSM domain superfamily;EF-hand domain pair;Mechanosensitive ion channel MscS-like, plants/fungi",895,2688,serine/threonine protein kinase,cellular response to salt stress;positive regulation of capsule organization;regulation of urease activity,N/A,N/A,transmembrane transport,calcium ion binding;protein serine/threonine kinase activity,endoplasmic reticulum membrane;integral component of membrane;membrane
CNAG_07542,508,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,154,016..1,156,655(+)",hypothetical protein,protein coding gene,CNAG_07542,N/A,N/A,448,1347,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03894,509,Cryptococcus neoformans var. grubii H99,"CP003821.1:1,117,340..1,121,476(+)",Putative Zn2-Cys6 zinc-finger transcription factor,protein coding gene,CNAG_03894,IPR001138;IPR036864,Zn(2)-C6 fungal-type DNA-binding domain;Zn(2)-C6 fungal-type DNA-binding domain superfamily,732,2199,Putative Zn2-Cys6 zinc-finger transcription factor,adhesion of symbiont to host endothelial cell;capsule organization;entry into host,N/A,N/A,"regulation of transcription, DNA-templated","DNA-binding transcription factor activity, RNA polymerase II-specific;zinc ion binding",host cell nucleus
CNAG_06918,510,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,510,261..1,512,761(+)",hypothetical protein,protein coding gene,CNAG_06918,IPR002659,"Glycosyl transferase, family 31",448,1347,hypothetical protein,N/A,N/A,N/A,protein glycosylation,glycosyltransferase activity,Golgi membrane;integral component of membrane;membrane
CNAG_02707,511,Cryptococcus neoformans var. grubii H99,"CP003822.1:949,796..951,728(+)",hypothetical protein,protein coding gene,CNAG_02707,N/A,N/A,463,1392,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_01972,512,Cryptococcus neoformans var. grubii H99,"CP003830.1:1,406,827..1,411,072(-)","C2H2 zinc finger protein Zas1A, C2H2 zinc finger protein Zas1A, variant",protein coding gene,CNAG_01972,IPR007219,"Transcription factor domain, fungi",961,2886,"C2H2 zinc finger protein Zas1A, variant",N/A,N/A,N/A,"transcription, DNA-templated",DNA binding;zinc ion binding,nucleus
CNAG_06786,513,Cryptococcus neoformans var. grubii H99,"CP003821.1:43,537..46,002(+)",hypothetical protein,protein coding gene,CNAG_06786,N/A,N/A,354,1065,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00537,514,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,368,529..1,371,048(+)",Carnitine O-acetyltransferase,protein coding gene,CNAG_00537,IPR000542;IPR039551,Acyltransferase ChoActase/COT/CPT;Choline/carnitine acyltransferase domain,630,1893,Carnitine O-acetyltransferase,N/A,N/A,N/A,N/A,acyltransferase activity,N/A
CNAG_06722,515,Cryptococcus neoformans var. grubii H99,"CP003821.1:229,283..231,019(+)",hypothetical protein,protein coding gene,CNAG_06722,IPR036047;IPR036322,F-box-like domain superfamily;WD40-repeat-containing domain superfamily,520,1563,hypothetical protein,N/A,N/A,N/A,N/A,protein binding,N/A
CNAG_07826,516,Cryptococcus neoformans var. grubii H99,"CP003823.1:944,970..945,497(+)",hypothetical protein,protein coding gene,CNAG_07826,N/A,N/A,67,204,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_07335,517,Cryptococcus neoformans var. grubii H99,"CP003820.1:582,881..584,887(+)",cystinosin,protein coding gene,CNAG_07335,IPR005282;IPR006603,Lysosomal cystine transporter;PQ-loop repeat,293,882,cystinosin,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_07794,518,Cryptococcus neoformans var. grubii H99,"CP003823.1:29,919..34,877(+)",hypothetical protein,protein coding gene,CNAG_07794,N/A,N/A,1389,4170,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_01779,519,Cryptococcus neoformans var. grubii H99,"CP003830.1:864,327..866,081(-)",hypothetical protein,protein coding gene,CNAG_01779,N/A,N/A,414,1245,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_07844,520,Cryptococcus neoformans var. grubii H99,"CP003829.1:111,611..112,365(+)",hypothetical protein,protein coding gene,CNAG_07844,N/A,N/A,108,327,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06827,521,Cryptococcus neoformans var. grubii H99,"CP003824.1:143,677..146,028(+)","hypothetical protein, variant, hypothetical protein",protein coding gene,CNAG_06827,IPR022235,Protein of unknown function DUF3760,396,1191,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_07583,522,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,558,676..1,561,679(-)","hypothetical protein, variant, hypothetical protein",protein coding gene,CNAG_07583,IPR001138;IPR007219;IPR036864,"Zn(2)-C6 fungal-type DNA-binding domain;Transcription factor domain, fungi;Zn(2)-C6 fungal-type DNA-binding domain superfamily",794,2385,hypothetical protein,N/A,N/A,N/A,"regulation of transcription, DNA-templated;transcription, DNA-templated","DNA binding;DNA-binding transcription factor activity, RNA polymerase II-specific;zinc ion binding",host cell nucleus;nucleus
CNAG_06074,523,Cryptococcus neoformans var. grubii H99,"CP003831.1:233,582..234,978(-)","cytoplasmic protein, cytoplasmic protein, variant",protein coding gene,CNAG_06074,IPR002347;IPR036291,Short-chain dehydrogenase/reductase SDR;NAD(P)-binding domain superfamily,263,792,cytoplasmic protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06263,524,Cryptococcus neoformans var. grubii H99,"CP003832.1:24,250..25,977(+)","hypothetical protein, hypothetical protein, variant",protein coding gene,CNAG_06263,N/A,N/A,109,330,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_01570,525,Cryptococcus neoformans var. grubii H99,"CP003830.1:310,379..313,524(-)","hypothetical protein, variant, hypothetical protein",protein coding gene,CNAG_01570,IPR013216;IPR029063,Methyltransferase type 11;S-adenosyl-L-methionine-dependent methyltransferase,233,702,"hypothetical protein, variant",N/A,N/A,N/A,N/A,methyltransferase activity,N/A
CNAG_02049,526,Cryptococcus neoformans var. grubii H99,"CP003825.1:1,331,959..1,334,268(-)",Proline dehydrogenase,protein coding gene,CNAG_02049,IPR002872;IPR015659;IPR029041,Proline dehydrogenase domain;Proline oxidase family;FAD-linked oxidoreductase-like,616,1851,Proline dehydrogenase,N/A,N/A,N/A,proline catabolic process,proline dehydrogenase activity,N/A
CNAG_06161,527,Cryptococcus neoformans var. grubii H99,"CP003831.1:470,070..476,661(+)","hypothetical protein, hypothetical protein, variant",protein coding gene,CNAG_06161,IPR002498,"Phosphatidylinositol-4-phosphate 5-kinase, core",1822,5469,hypothetical protein,adhesion of symbiont to host endothelial cell;cellular response to dithiothreitol;cellular response to heat;cellular response to hydrogen peroxide;cellular response to methyl methanesulfonate;entry into host;negative regulation of capsule organization,N/A,N/A,phosphatidylinositol metabolic process,ATP binding;phosphatidylinositol phosphate kinase activity,N/A
CNAG_06508,528,Cryptococcus neoformans var. grubii H99,"CP003832.1:700,295..706,972(+)","1,3-beta-glucan synthase component FKS1",protein coding gene,CNAG_06508,IPR003440;IPR026899,"Glycosyl transferase, family 48;1,3-beta-glucan synthase subunit FKS1-like, domain-1",1799,5400,"1,3-beta-glucan synthase component FKS1",N/A,N/A,N/A,(1->3)-beta-D-glucan biosynthetic process;cell wall organization;regulation of cell shape,"1,3-beta-D-glucan synthase activity","1,3-beta-D-glucan synthase complex;integral component of membrane;membrane"
CNAG_07691,529,Cryptococcus neoformans var. grubii H99,"CP003826.1:1,304,654..1,306,350(-)",hypothetical protein,protein coding gene,CNAG_07691,N/A,N/A,161,486,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_07493,530,Cryptococcus neoformans var. grubii H99,"CP003821.1:1,526,737..1,528,519(-)",hypothetical protein,protein coding gene,CNAG_07493,N/A,N/A,350,1053,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_01982,531,Cryptococcus neoformans var. grubii H99,"CP003830.1:1,432,879..1,435,724(+)",hypothetical protein,protein coding gene,CNAG_01982,IPR000198;IPR001251;IPR008936,Rho GTPase-activating protein domain;CRAL-TRIO lipid binding domain;Rho GTPase activation protein,674,2025,hypothetical protein,N/A,N/A,N/A,signal transduction,N/A,N/A
CNAG_00348,532,Cryptococcus neoformans var. grubii H99,"CP003820.1:891,644..893,536(+)",hypothetical protein,protein coding gene,CNAG_00348,N/A,N/A,529,1590,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06875,533,Cryptococcus neoformans var. grubii H99,"CP003824.1:9,094..11,145(+)",allantoate permease,protein coding gene,CNAG_06875,IPR011701;IPR036259,Major facilitator superfamily;MFS transporter superfamily,511,1536,allantoate permease,N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane
CNAG_07549,534,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,172,228..1,173,988(+)",hypothetical protein,protein coding gene,CNAG_07549,IPR000306;IPR011011,"FYVE zinc finger;Zinc finger, FYVE/PHD-type",466,1401,hypothetical protein,N/A,N/A,N/A,N/A,metal ion binding,N/A
CNAG_05685,535,Cryptococcus neoformans var. grubii H99,"CP003826.1:611,260..614,000(+)",neutral amino acid transporter,protein coding gene,CNAG_05685,IPR013057,"Amino acid transporter, transmembrane domain",479,1440,neutral amino acid transporter,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_00581,536,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,495,668..1,497,878(+)",saccharopepsin,protein coding gene,CNAG_00581,IPR001461;IPR001969;IPR021109;IPR033121;IPR033819,"Aspartic peptidase A1 family;Aspartic peptidase, active site;Aspartic peptidase domain superfamily;Peptidase family A1 domain;Saccharopepsin",438,1317,saccharopepsin,N/A,N/A,extracellular region,proteolysis,aspartic-type endopeptidase activity,fungal-type vacuole
CNAG_04606,537,Cryptococcus neoformans var. grubii H99,"CP003829.1:903,554..905,551(+)",hypothetical protein,protein coding gene,CNAG_04606,IPR036047,F-box-like domain superfamily,521,1566,hypothetical protein,cellular response to heat,N/A,N/A,N/A,protein binding,N/A
CNAG_06415,538,Cryptococcus neoformans var. grubii H99,"CP003832.1:421,281..425,163(+)",Cu2 -exporting ATPase,protein coding gene,CNAG_06415,IPR001757;IPR006121;IPR008250;IPR017969;IPR018303;IPR023298;IPR023299;IPR027256;IPR036163;IPR036412,"P-type ATPase;Heavy metal-associated domain, HMA;P-type ATPase, A domain superfamily;Heavy-metal-associated, conserved site;P-type ATPase, phosphorylation site;P-type ATPase, transmembrane domain superfamily;P-type ATPase, cytoplasmic domain N;P-type ATPase, subfamily IB;Heavy metal-associated domain superfamily;HAD-like superfamily",1054,3165,Cu2 -exporting ATPase,melanin biosynthetic process,N/A,N/A,cation transport;metal ion transport,ATP binding;ATPase-coupled cation transmembrane transporter activity;metal ion binding;nucleotide binding,integral component of membrane
CNAG_03806,539,Cryptococcus neoformans var. grubii H99,"CP003821.1:895,064..896,939(-)","acyltransferase, variant, acyltransferase",protein coding gene,CNAG_03806,IPR002123,Phospholipid/glycerol acyltransferase,300,903,"acyltransferase, variant",N/A,N/A,N/A,N/A,acyltransferase activity,integral component of membrane
CNAG_05129,540,Cryptococcus neoformans var. grubii H99,"CP003823.1:500,541..502,358(+)",hypothetical protein,protein coding gene,CNAG_05129,N/A,N/A,547,1644,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_02011,541,Cryptococcus neoformans var. grubii H99,"CP003830.1:1,524,812..1,526,632(+)",PQQ enzyme repeat protein,protein coding gene,CNAG_02011,IPR010262;IPR011047,"Arylsulfotransferase, bacteria;Quinoprotein alcohol dehydrogenase-like superfamily",366,1101,PQQ enzyme repeat protein,N/A,N/A,N/A,N/A,aryl sulfotransferase activity;protein binding,N/A
CNAG_07308,542,Cryptococcus neoformans var. grubii H99,"CP003820.1:126,370..128,697(-)",hypothetical protein,protein coding gene,CNAG_07308,IPR025337,Questin oxidase-like,545,1638,hypothetical protein,N/A,N/A,N/A,N/A,oxidoreductase activity,N/A
CNAG_00938,543,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,585,580..1,589,069(-)",hypothetical protein,protein coding gene,CNAG_00938,IPR001623;IPR036869,DnaJ domain;Chaperone J-domain superfamily,244,735,hypothetical protein,N/A,N/A,N/A,N/A,protein binding,N/A
